net,length_um
_07329_,31.34
cur_mb_mem\[209\]\[4\],31.34
shex_center_x\[1\],31.34
cur_mb_mem\[154\]\[4\],31.3
cur_mb_mem\[154\]\[5\],31.3
_05112_,31.29
cur_mb_mem\[254\]\[5\],31.28
_08417_,31.26
cur_mb_mem\[238\]\[5\],31.14
clknet_leaf_92_clk,31.14
cur_mb_mem\[55\]\[5\],31.12
_08712_,31.08
current_accum_sad\[8\],31.08
_04774_,31.06
_05729_,31.04
_07321_,31.04
_08093_,31.02
_07418_,31
net240,30.94
_06944_,30.86
_08308_,30.84
_06575_,30.82
_07104_,30.8
_08357_,30.78
net248,30.78
_07887_,30.74
cur_mb_mem\[29\]\[0\],30.72
_07966_,30.68
cur_mb_mem\[208\]\[5\],30.68
_04604_,30.64
cur_mb_mem\[225\]\[5\],30.62
min_sad_reg\[15\],30.61
_05616_,30.6
_08456_,30.48
_05543_,30.46
_08158_,30.46
_05351_,30.34
_03732_,30.28
cur_mb_mem\[128\]\[4\],30.28
_04552_,30.27
cur_mb_mem\[96\]\[1\],30.22
cur_mb_mem\[135\]\[3\],30.12
cur_mb_mem\[219\]\[3\],30.12
_05159_,30.1
_07993_,30.1
_07683_,30.08
pixel_cnt\[4\],30.08
_05211_,30.06
_06586_,30.02
cur_mb_mem\[140\]\[0\],30.02
cur_mb_mem\[62\]\[1\],30.02
cur_mb_mem\[122\]\[0\],30
_05022_,29.96
_05073_,29.84
_04593_,29.74
_05381_,29.74
clknet_leaf_28_clk,29.74
_08667_,29.7
_07218_,29.64
cur_mb_mem\[30\]\[5\],29.62
cur_mb_mem\[71\]\[0\],29.62
cur_mb_mem\[30\]\[4\],29.6
_07724_,29.58
_04979_,29.56
_07664_,29.52
_08560_,29.52
_04530_,29.505
_04996_,29.5
_08215_,29.425
_08438_,29.42
_08394_,29.4
cur_mb_mem\[149\]\[2\],29.4
_07206_,29.38
cur_mb_mem\[1\]\[5\],29.36
_04510_,29.34
_07856_,29.28
cur_mb_mem\[24\]\[2\],29.28
_04778_,29.24
cur_mb_mem\[1\]\[6\],29.24
cur_mb_mem\[50\]\[0\],29.22
cur_mb_mem\[80\]\[5\],29.2
_08048_,29.18
_08524_,29.18
_08205_,29.16
cur_mb_mem\[25\]\[5\],29.16
cur_mb_mem\[41\]\[3\],29.1
_05623_,29.095
clknet_leaf_256_clk,29.08
_04725_,29.06
_07848_,29.06
_08135_,29.06
cur_mb_mem\[97\]\[3\],29.04
_07559_,29.02
cur_mb_mem\[113\]\[4\],29
_04716_,28.94
cur_mb_mem\[37\]\[6\],28.94
net2008,28.9
_04505_,28.88
_05654_,28.88
cur_mb_mem\[236\]\[4\],28.88
_06227_,28.86
_06421_,28.86
_08323_,28.86
_06364_,28.8
_04592_,28.74
cur_mb_mem\[81\]\[4\],28.64
_06704_,28.605
_06835_,28.56
cur_mb_mem\[254\]\[4\],28.56
_05647_,28.5
_08288_,28.46
cur_mb_mem\[2\]\[5\],28.46
_07492_,28.45
_07757_,28.44
_07787_,28.44
cur_mb_mem\[129\]\[2\],28.42
cur_mb_mem\[103\]\[5\],28.38
cur_mb_mem\[225\]\[4\],28.38
cur_mb_mem\[118\]\[2\],28.34
net1839,28.26
_08464_,28.2
min_sad_reg\[3\],28.1
cur_mb_mem\[117\]\[5\],28.08
_04590_,28.06
_04933_,28.06
_06879_,28.04
_07544_,28.04
_04796_,28
_05024_,28
_05417_,28
cur_mb_mem\[125\]\[0\],28
cur_mb_mem\[29\]\[5\],27.96
_07328_,27.95
_07581_,27.94
cur_mb_mem\[151\]\[4\],27.94
cur_mb_mem\[242\]\[2\],27.86
cur_mb_mem\[251\]\[5\],27.82
_07521_,27.8
_08255_,27.8
_05166_,27.78
_06897_,27.7
_07134_,27.7
cur_mb_mem\[55\]\[4\],27.68
_05856_,27.64
cur_mb_mem\[0\]\[4\],27.64
cur_mb_mem\[153\]\[4\],27.64
_05974_,27.62
cur_mb_mem\[225\]\[1\],27.54
_04791_,27.5
_04928_,27.48
cur_mb_mem\[26\]\[4\],27.46
_03866_,27.44
_04422_,27.44
_04602_,27.44
_07388_,27.44
net229,27.42
_05195_,27.4
cur_mb_mem\[108\]\[3\],27.38
_04787_,27.34
_05514_,27.32
net251,27.3
_08089_,27.28
_08363_,27.28
_00119_,27.22
_05835_,27.16
_05768_,27.12
_07837_,27.1
cur_mb_mem\[45\]\[2\],27.1
_07058_,27.08
cur_mb_mem\[2\]\[2\],27.06
cur_mb_mem\[4\]\[1\],27.04
_08067_,27.02
_08168_,27.02
_08361_,27.02
_07973_,27
_06782_,26.98
_08431_,26.94
cur_mb_mem\[238\]\[4\],26.94
_05377_,26.92
_04487_,26.9
_06934_,26.9
_07934_,26.88
_08118_,26.82
_08351_,26.8
_07726_,26.78
_05176_,26.76
_05358_,26.76
net1880,26.76
_05607_,26.74
cur_mb_mem\[104\]\[6\],26.74
_05190_,26.72
cur_mb_mem\[224\]\[7\],26.68
_05197_,26.66
_05408_,26.64
point_cnt\[2\],26.64
_05209_,26.595
_06084_,26.56
cur_mb_mem\[29\]\[4\],26.56
_07236_,26.54
min_sad_reg\[6\],26.53
_07535_,26.52
cur_mb_mem\[113\]\[5\],26.48
_05546_,26.44
_04958_,26.4
_08280_,26.36
_08752_,26.34
_04518_,26.32
_05043_,26.26
cur_mb_mem\[66\]\[2\],26.26
_05747_,26.24
_08717_,26.22
_08813_,26.2
_06900_,26.18
_08065_,26.18
cur_mb_mem\[97\]\[6\],26.16
current_accum_sad\[11\],26.16
_06721_,26.14
_08372_,26.1
_08411_,26.1
_08802_,26.1
cur_mb_mem\[122\]\[3\],26.1
cur_mb_mem\[217\]\[3\],26.1
_04727_,26.02
_05026_,25.96
_07718_,25.94
cur_mb_mem\[50\]\[2\],25.94
_08769_,25.92
cur_mb_mem\[193\]\[1\],25.88
_08003_,25.84
_05253_,25.76
_04760_,25.72
_05005_,25.72
_04737_,25.7
cur_mb_mem\[134\]\[2\],25.7
mb_y_pos[25],25.7
_04650_,25.68
cur_mb_mem\[112\]\[5\],25.62
_04846_,25.58
_04868_,25.58
_04899_,25.56
_05027_,25.56
cur_mb_mem\[187\]\[0\],25.56
cur_mb_mem\[217\]\[5\],25.56
cur_mb_mem\[219\]\[1\],25.56
_06542_,25.54
_07209_,25.52
cur_mb_mem\[7\]\[7\],25.52
_06458_,25.5
_05180_,25.48
cur_mb_mem\[45\]\[0\],25.48
_05701_,25.46
_05780_,25.42
_05863_,25.4
_04818_,25.38
_04605_,25.3
_04896_,25.28
_08176_,25.28
cur_mb_mem\[28\]\[0\],25.28
cur_mb_mem\[230\]\[5\],25.26
cur_mb_mem\[77\]\[1\],25.26
cur_mb_mem\[159\]\[2\],25.24
current_accum_sad\[10\],25.22
_04538_,25.18
_05831_,25.18
_08851_,25.16
net1998,25.16
cur_mb_mem\[127\]\[5\],25.12
cur_mb_mem\[117\]\[4\],25.06
_05724_,25.05
_04461_,25.04
_06898_,24.94
cur_mb_mem\[8\]\[0\],24.94
_05540_,24.92
cur_mb_mem\[46\]\[1\],24.9
cur_mb_mem\[181\]\[7\],24.88
cur_mb_mem\[25\]\[4\],24.86
cur_mb_mem\[83\]\[2\],24.86
_07728_,24.84
_07825_,24.84
_08673_,24.84
cur_mb_mem\[211\]\[4\],24.82
net226,24.8
_06891_,24.78
cur_mb_mem\[124\]\[0\],24.78
_08794_,24.74
center_y\[1\],24.68
cur_mb_mem\[185\]\[3\],24.68
cur_mb_mem\[67\]\[6\],24.68
_07543_,24.655
cur_mb_mem\[28\]\[2\],24.64
net197,24.64
cur_mb_mem\[95\]\[5\],24.6
cur_mb_mem\[147\]\[2\],24.56
_06599_,24.54
_07862_,24.5
_07832_,24.48
_07523_,24.46
cur_mb_mem\[55\]\[3\],24.4
net252,24.38
_06800_,24.34
_07071_,24.34
_07296_,24.34
_05875_,24.32
cur_mb_mem\[184\]\[5\],24.32
cur_mb_mem\[177\]\[2\],24.28
_04782_,24.26
cur_mb_mem\[156\]\[1\],24.26
cur_mb_mem\[193\]\[5\],24.26
_05458_,24.22
_07270_,24.22
cur_mb_mem\[228\]\[7\],24.2
_08294_,24.18
_05302_,24.16
_07121_,24.16
cur_mb_mem\[24\]\[3\],24.1
cur_mb_mem\[47\]\[7\],24.1
_04740_,24.08
_05738_,24.08
cur_mb_mem\[231\]\[5\],24.08
_05663_,24.02
_07170_,24.02
_05125_,24
cur_mb_mem\[39\]\[2\],23.98
shex_center_y\[5\],23.96
_04904_,23.94
_04836_,23.92
_08001_,23.9
_07272_,23.88
_08374_,23.88
cur_mb_mem\[128\]\[3\],23.88
_04456_,23.86
_05755_,23.86
cur_mb_mem\[150\]\[6\],23.845
_04452_,23.84
_05570_,23.73
cur_mb_mem\[216\]\[0\],23.72
_08318_,23.7
_05725_,23.68
_04795_,23.66
_07095_,23.66
cur_mb_mem\[248\]\[2\],23.64
cur_mb_mem\[158\]\[2\],23.62
_05289_,23.6
_06508_,23.6
_06615_,23.58
cur_mb_mem\[50\]\[5\],23.54
_04531_,23.52
_05244_,23.52
_06649_,23.52
cur_mb_mem\[251\]\[6\],23.52
clknet_leaf_143_clk,23.52
_05106_,23.5
cur_mb_mem\[65\]\[4\],23.5
_06829_,23.48
_05116_,23.46
_07526_,23.46
_08659_,23.46
_06737_,23.44
_06123_,23.38
_08711_,23.3
_04625_,23.28
cur_mb_mem\[156\]\[4\],23.28
cur_mb_mem\[45\]\[6\],23.27
cur_mb_mem\[136\]\[6\],23.26
_05129_,23.24
_08400_,23.22
_06544_,23.2
cur_mb_mem\[108\]\[6\],23.2
_05809_,23.19
_06452_,23.18
cur_mb_mem\[44\]\[4\],23.14
_08745_,23.12
_05342_,23.1
_05583_,23.095
_08654_,23.08
_05525_,23.06
_03749_,23.04
_05230_,23.04
_08493_,23.04
cur_mb_mem\[219\]\[5\],23.04
_04754_,23
cur_mb_mem\[22\]\[2\],23
_07891_,22.98
cur_mb_mem\[18\]\[0\],22.98
net665,22.98
_04666_,22.915
_05340_,22.875
_07633_,22.86
cur_mb_mem\[45\]\[7\],22.84
_05374_,22.8
_05078_,22.78
_08042_,22.76
_05181_,22.74
_07154_,22.7
_04828_,22.68
ref_start_addr[25],22.64
cur_mb_mem\[50\]\[4\],22.62
cur_mb_mem\[152\]\[3\],22.6
cur_mb_mem\[17\]\[3\],22.58
_04805_,22.56
_05154_,22.56
_05636_,22.56
_07594_,22.54
_07697_,22.54
_08236_,22.54
_02892_,22.52
_05419_,22.52
_08216_,22.52
cur_mb_mem\[54\]\[3\],22.52
cur_mb_mem\[83\]\[3\],22.52
_05619_,22.48
_07857_,22.48
_06739_,22.46
cur_mb_mem\[243\]\[4\],22.46
net193,22.46
_05002_,22.42
net292,22.42
_04568_,22.4
cur_mb_mem\[156\]\[5\],22.36
_06884_,22.355
_04732_,22.34
min_sad_reg\[8\],22.31
_05039_,22.3
_05601_,22.3
_04683_,22.28
_05313_,22.28
_06783_,22.28
_08715_,22.27
cur_mb_mem\[252\]\[3\],22.26
_04547_,22.24
_04838_,22.24
_07026_,22.24
_08111_,22.24
_05117_,22.22
_05444_,22.22
_05773_,22.22
cur_mb_mem\[163\]\[6\],22.2
_05047_,22.175
_05805_,22.165
_05364_,22.16
_05752_,22.12
_06581_,22.12
_05722_,22.1
cur_mb_mem\[250\]\[3\],22.1
_05359_,22.08
_07459_,22.08
_04804_,22.06
_05008_,22.06
cur_mb_mem\[103\]\[4\],22.04
_08854_,22.02
_04862_,22
_04957_,22
cur_mb_mem\[176\]\[0\],22
net184,22
_04730_,21.99
cur_mb_mem\[22\]\[4\],21.97
_08618_,21.96
best_cand_y\[4\],21.96
_04489_,21.945
_05731_,21.94
cur_mb_mem\[131\]\[6\],21.94
_05416_,21.92
cur_mb_mem\[88\]\[6\],21.88
cur_mb_mem\[95\]\[0\],21.88
_05573_,21.84
cur_mb_mem\[64\]\[7\],21.84
cur_mb_mem\[128\]\[2\],21.82
_05172_,21.8
cur_mb_mem\[12\]\[0\],21.8
_05852_,21.78
cur_mb_mem\[75\]\[1\],21.76
_08500_,21.74
_04645_,21.72
_04660_,21.72
_05217_,21.7
_07819_,21.66
cur_mb_mem\[251\]\[4\],21.66
_08347_,21.64
_06932_,21.62
_07588_,21.62
cur_mb_mem\[38\]\[2\],21.62
cur_mb_mem\[82\]\[3\],21.62
_05354_,21.6
_05586_,21.6
_07694_,21.6
_04863_,21.59
_04708_,21.58
_04909_,21.56
_04513_,21.54
_04833_,21.54
_06612_,21.54
cur_mb_mem\[153\]\[1\],21.52
_05400_,21.5
_08845_,21.5
_05468_,21.46
_06749_,21.46
_07927_,21.46
cur_mb_mem\[20\]\[1\],21.46
cur_mb_mem\[23\]\[7\],21.46
_08145_,21.44
_08157_,21.44
_04848_,21.4
_07452_,21.4
cur_mb_mem\[21\]\[5\],21.4
min_sad_reg\[4\],21.385
_05000_,21.38
_05684_,21.38
_05030_,21.36
cur_mb_mem\[253\]\[5\],21.36
_02744_,21.34
_04493_,21.34
_05800_,21.34
_04763_,21.32
_05144_,21.32
_08419_,21.3
_07335_,21.28
_05171_,21.27
cur_mb_mem\[187\]\[1\],21.26
_04799_,21.24
cur_mb_mem\[216\]\[2\],21.24
_02590_,21.22
_04925_,21.22
cur_mb_mem\[68\]\[1\],21.22
_05396_,21.2
cur_mb_mem\[3\]\[1\],21.18
clknet_leaf_220_clk,21.16
_04884_,21.14
_08440_,21.14
_08763_,21.14
_04709_,21.12
cur_mb_mem\[20\]\[7\],21.12
_08068_,21.115
_04757_,21.1
_05652_,21.08
cur_mb_mem\[144\]\[3\],21.045
cur_mb_mem\[11\]\[4\],21.04
cur_mb_mem\[136\]\[2\],21.04
_04700_,21.02
_05399_,21.02
cur_mb_mem\[87\]\[7\],21.02
best_cand_x\[1\],21
cur_mb_mem\[63\]\[7\],21
_08428_,20.98
cur_mb_mem\[185\]\[5\],20.98
_05489_,20.96
_07010_,20.94
cur_mb_mem\[220\]\[7\],20.94
cur_mb_mem\[229\]\[2\],20.94
_08123_,20.92
_04965_,20.9
_05118_,20.88
net237,20.875
cur_mb_mem\[67\]\[5\],20.86
cur_mb_mem\[2\]\[6\],20.84
_04894_,20.82
_08094_,20.8
_04951_,20.78
cur_mb_mem\[185\]\[2\],20.76
_04549_,20.755
_07217_,20.74
_07826_,20.72
_05770_,20.7
cur_mb_mem\[85\]\[4\],20.68
_04533_,20.675
_05693_,20.66
_07468_,20.66
cur_mb_mem\[47\]\[3\],20.64
_07419_,20.62
_08127_,20.62
_08777_,20.62
shex_center_x\[3\],20.58
_04519_,20.54
_03759_,20.52
clknet_leaf_303_clk,20.52
_05306_,20.51
_05335_,20.5
cur_mb_mem\[107\]\[0\],20.5
cur_mb_mem\[170\]\[6\],20.5
cur_mb_mem\[208\]\[6\],20.48
_07258_,20.46
cur_mb_mem\[44\]\[2\],20.46
cur_mb_mem\[176\]\[7\],20.445
cur_mb_mem\[217\]\[4\],20.44
cur_mb_mem\[150\]\[5\],20.42
cur_mb_mem\[26\]\[0\],20.4
cur_mb_mem\[13\]\[4\],20.36
cur_mb_mem\[52\]\[7\],20.34
cur_mb_mem\[88\]\[2\],20.34
_06639_,20.32
net1569,20.32
cur_mb_mem\[250\]\[4\],20.3
_05174_,20.28
_07411_,20.28
cur_mb_mem\[165\]\[7\],20.28
cur_mb_mem\[209\]\[0\],20.28
cur_mb_mem\[220\]\[1\],20.24
_05819_,20.2
cur_mb_mem\[42\]\[7\],20.165
cur_mb_mem\[40\]\[7\],20.14
_06977_,20.12
_07590_,20.12
cur_mb_mem\[37\]\[1\],20.1
_05225_,20.06
_09243_,20.06
_05200_,20.04
cur_mb_mem\[130\]\[3\],20.04
_05032_,20.02
_05547_,20.02
cur_mb_mem\[200\]\[7\],20.02
shex_center_x\[5\],20
_04942_,19.98
_05713_,19.96
cur_mb_mem\[224\]\[0\],19.96
cur_mb_mem\[62\]\[7\],19.92
_04637_,19.9
_06776_,19.9
_07584_,19.9
_04802_,19.89
cur_mb_mem\[188\]\[3\],19.88
_05224_,19.86
_07611_,19.84
_08730_,19.84
_07641_,19.82
_07800_,19.82
cur_mb_mem\[149\]\[0\],19.8
cur_mb_mem\[227\]\[4\],19.8
_05402_,19.795
cur_mb_mem\[159\]\[3\],19.78
_04953_,19.72
_05150_,19.72
cur_mb_mem\[159\]\[7\],19.72
cur_mb_mem\[176\]\[2\],19.72
_04499_,19.7
_05297_,19.7
_05388_,19.7
cur_mb_mem\[62\]\[4\],19.7
_04789_,19.66
_07308_,19.66
_08657_,19.64
cur_mb_mem\[222\]\[2\],19.64
_06680_,19.62
cur_mb_mem\[11\]\[5\],19.62
cur_mb_mem\[140\]\[6\],19.62
_05278_,19.6
cur_mb_mem\[221\]\[7\],19.58
cur_mb_mem\[222\]\[3\],19.58
cur_mb_mem\[46\]\[2\],19.58
_05014_,19.56
cur_mb_mem\[152\]\[7\],19.54
cur_mb_mem\[23\]\[5\],19.54
cur_mb_mem\[45\]\[3\],19.54
cur_mb_mem\[76\]\[6\],19.54
cur_mb_mem\[176\]\[4\],19.52
cur_mb_mem\[117\]\[2\],19.5
cur_mb_mem\[175\]\[7\],19.5
_06780_,19.48
cur_mb_mem\[151\]\[1\],19.46
cur_mb_mem\[26\]\[6\],19.46
_05127_,19.44
_07377_,19.44
_07424_,19.44
cur_mb_mem\[16\]\[6\],19.42
cur_mb_mem\[4\]\[4\],19.42
_04543_,19.4
_06729_,19.4
cur_mb_mem\[175\]\[0\],19.4
cur_mb_mem\[251\]\[1\],19.4
cur_mb_mem\[42\]\[3\],19.38
_05310_,19.36
_07596_,19.36
state\[7\],19.36
cur_mb_mem\[122\]\[7\],19.345
_04999_,19.34
cur_mb_mem\[136\]\[4\],19.34
cur_mb_mem\[66\]\[4\],19.34
_04706_,19.32
_05512_,19.32
_05888_,19.32
_04843_,19.3
_07457_,19.3
_08142_,19.3
_05687_,19.28
_08789_,19.28
_05797_,19.24
cur_mb_mem\[177\]\[6\],19.24
_08766_,19.22
_04816_,19.2
_05407_,19.2
cur_mb_mem\[11\]\[3\],19.2
cur_mb_mem\[150\]\[2\],19.2
_04559_,19.16
_08244_,19.16
cur_mb_mem\[222\]\[7\],19.16
_06124_,19.12
cur_mb_mem\[178\]\[7\],19.12
cur_mb_mem\[66\]\[3\],19.12
_04812_,19.115
_07794_,19.07
cur_mb_mem\[20\]\[6\],19.04
_04736_,18.98
_05501_,18.98
_08380_,18.98
_05264_,18.96
_05356_,18.96
_04699_,18.955
_05331_,18.94
cur_mb_mem\[220\]\[2\],18.94
net238,18.94
_04492_,18.92
cur_mb_mem\[106\]\[6\],18.92
_05075_,18.9
_05369_,18.9
_05716_,18.9
_07563_,18.9
cur_mb_mem\[175\]\[3\],18.9
_08796_,18.89
cur_mb_mem\[119\]\[2\],18.88
cur_mb_mem\[66\]\[5\],18.88
cur_mb_mem\[90\]\[6\],18.88
_05256_,18.875
_05737_,18.875
_05188_,18.86
_08803_,18.86
cur_mb_mem\[229\]\[0\],18.86
_04916_,18.84
_05554_,18.84
cur_mb_mem\[109\]\[6\],18.84
cur_mb_mem\[72\]\[5\],18.84
_03856_,18.82
_04871_,18.82
_06110_,18.82
cur_mb_mem\[136\]\[5\],18.78
cur_mb_mem\[24\]\[1\],18.78
cur_mb_mem\[8\]\[5\],18.78
_05477_,18.76
cur_mb_mem\[141\]\[1\],18.74
cur_mb_mem\[178\]\[3\],18.74
cur_mb_mem\[230\]\[2\],18.72
_05109_,18.7
net2007,18.7
_05988_,18.68
_07362_,18.68
cur_mb_mem\[123\]\[7\],18.66
cur_mb_mem\[131\]\[4\],18.66
net1725,18.66
_04776_,18.64
cur_mb_mem\[42\]\[4\],18.64
_06114_,18.62
_08381_,18.62
_08719_,18.62
cur_mb_mem\[219\]\[2\],18.62
cur_mb_mem\[247\]\[5\],18.62
_01425_,18.605
_05077_,18.6
_05080_,18.6
_06796_,18.6
_07437_,18.6
_08193_,18.6
cur_mb_mem\[24\]\[0\],18.6
net1310,18.6
_04993_,18.58
_05025_,18.58
cur_mb_mem\[176\]\[1\],18.58
_05675_,18.56
_05858_,18.56
cur_mb_mem\[209\]\[7\],18.56
cur_mb_mem\[244\]\[3\],18.54
_05577_,18.52
_08349_,18.52
_08413_,18.52
_05146_,18.5
cur_mb_mem\[113\]\[2\],18.5
_05474_,18.46
cur_mb_mem\[150\]\[0\],18.46
_04525_,18.44
cur_mb_mem\[122\]\[2\],18.44
_06501_,18.42
_08800_,18.42
_04554_,18.4
_05666_,18.4
_08675_,18.4
cur_mb_mem\[111\]\[6\],18.4
cur_mb_mem\[39\]\[6\],18.4
_08743_,18.395
_04809_,18.38
cur_mb_mem\[54\]\[7\],18.38
cur_mb_mem\[88\]\[7\],18.38
_08838_,18.36
cur_mb_mem\[145\]\[5\],18.36
cur_mb_mem\[167\]\[5\],18.34
_04976_,18.32
cur_mb_mem\[116\]\[5\],18.32
cur_mb_mem\[162\]\[5\],18.32
cur_mb_mem\[229\]\[3\],18.32
_06157_,18.305
_04665_,18.3
cur_mb_mem\[39\]\[5\],18.29
cur_mb_mem\[174\]\[0\],18.28
cur_mb_mem\[71\]\[5\],18.28
_04831_,18.265
_05016_,18.26
cur_mb_mem\[178\]\[2\],18.26
cur_mb_mem\[179\]\[5\],18.26
_04728_,18.24
_08497_,18.22
cur_mb_mem\[106\]\[5\],18.2
_05411_,18.18
cur_mb_mem\[177\]\[7\],18.18
_05484_,18.16
shex_center_y\[4\],18.16
cur_mb_mem\[62\]\[0\],18.12
cur_mb_mem\[62\]\[5\],18.12
_07975_,18.1
_08771_,18.1
_04897_,18.08
current_accum_sad\[12\],18.08
_05219_,18.06
_05341_,18.06
_07897_,18.06
_06660_,18.04
cur_mb_mem\[103\]\[7\],18.04
cur_mb_mem\[250\]\[2\],18.04
_05470_,18.02
_06818_,18.02
_05236_,18
_05434_,18
cur_mb_mem\[250\]\[7\],18
cur_mb_mem\[255\]\[1\],18
cur_mb_mem\[47\]\[0\],18
_05305_,17.98
cur_mb_mem\[184\]\[4\],17.98
cur_mb_mem\[78\]\[3\],17.98
cur_mb_mem\[146\]\[5\],17.96
cur_mb_mem\[160\]\[1\],17.94
cur_mb_mem\[248\]\[6\],17.91
cur_mb_mem\[124\]\[5\],17.9
current_accum_sad\[3\],17.9
net209,17.9
cur_mb_mem\[174\]\[3\],17.88
_05177_,17.86
_07619_,17.84
cur_mb_mem\[194\]\[4\],17.84
_04621_,17.82
_04636_,17.82
_05457_,17.8
_05698_,17.8
_05343_,17.78
_07627_,17.78
cur_mb_mem\[252\]\[6\],17.78
cur_mb_mem\[54\]\[1\],17.78
_05009_,17.76
cur_mb_mem\[5\]\[6\],17.76
_05455_,17.74
_05464_,17.74
_06459_,17.74
_07902_,17.72
cur_mb_mem\[249\]\[7\],17.72
cur_mb_mem\[40\]\[5\],17.72
_05303_,17.7
_05859_,17.7
_08369_,17.7
_08525_,17.7
cur_mb_mem\[3\]\[4\],17.68
_07381_,17.64
_07490_,17.64
cur_mb_mem\[63\]\[4\],17.64
_07786_,17.62
cur_mb_mem\[187\]\[2\],17.62
net230,17.615
_04517_,17.6
net1121,17.6
_05084_,17.56
_05409_,17.56
cur_mb_mem\[248\]\[0\],17.56
mb_x_pos[21],17.54
_05641_,17.52
_08619_,17.52
cur_mb_mem\[208\]\[7\],17.52
_04830_,17.5
_08049_,17.5
cur_mb_mem\[121\]\[1\],17.5
cur_mb_mem\[61\]\[2\],17.5
_04528_,17.48
cur_mb_mem\[236\]\[5\],17.48
_04823_,17.46
cur_mb_mem\[209\]\[2\],17.46
cur_mb_mem\[247\]\[4\],17.46
cur_mb_mem\[42\]\[0\],17.46
cur_mb_mem\[55\]\[6\],17.44
cur_mb_mem\[15\]\[2\],17.43
cur_mb_mem\[46\]\[5\],17.42
_03837_,17.4
_04959_,17.4
cur_mb_mem\[148\]\[2\],17.4
_07007_,17.38
_08862_,17.37
_04482_,17.36
_05538_,17.36
_05639_,17.36
_06560_,17.36
cur_mb_mem\[161\]\[2\],17.36
_07135_,17.34
_05086_,17.32
cur_mb_mem\[38\]\[5\],17.32
_04693_,17.3
cur_mb_mem\[250\]\[1\],17.3
cur_mb_mem\[166\]\[6\],17.28
_04947_,17.25
_05528_,17.24
_08976_,17.24
cur_mb_mem\[37\]\[7\],17.24
_04769_,17.22
_05295_,17.22
_08242_,17.2
cur_mb_mem\[81\]\[3\],17.2
_06878_,17.18
_08336_,17.18
_08842_,17.18
cur_mb_mem\[39\]\[3\],17.18
net256,17.18
cur_mb_mem\[185\]\[1\],17.17
_03443_,17.14
_04817_,17.14
_05563_,17.14
_05591_,17.12
cur_mb_mem\[139\]\[5\],17.12
cur_mb_mem\[171\]\[3\],17.12
_06889_,17.1
_07487_,17.1
_03413_,17.06
_04785_,17.06
_05156_,17.06
_05534_,17.06
cur_mb_mem\[59\]\[0\],17.06
cur_mb_mem\[174\]\[2\],17.04
cur_mb_mem\[89\]\[2\],17.04
cur_mb_mem\[20\]\[5\],17.02
_07229_,17
_08395_,16.98
cur_mb_mem\[8\]\[7\],16.98
_06665_,16.96
_07175_,16.96
cur_mb_mem\[22\]\[0\],16.96
_05134_,16.94
_08432_,16.94
_08526_,16.94
_05189_,16.92
_05258_,16.92
_05395_,16.92
_06687_,16.92
_05644_,16.9
_06839_,16.9
_08203_,16.9
_08821_,16.9
_05210_,16.88
_05355_,16.86
_08366_,16.86
_08850_,16.86
net975,16.86
_08495_,16.855
_05728_,16.84
_04705_,16.82
current_accum_sad\[4\],16.8
cur_mb_mem\[183\]\[0\],16.79
_02644_,16.78
_05007_,16.78
_05610_,16.78
_09111_,16.78
best_point_idx\[0\],16.76
_04680_,16.74
current_accum_sad\[7\],16.74
_05794_,16.73
_04895_,16.72
_05702_,16.72
_07323_,16.72
cur_mb_mem\[0\]\[5\],16.72
net1042,16.72
cur_mb_mem\[40\]\[6\],16.7
cur_mb_mem\[63\]\[1\],16.7
_04652_,16.68
_09317_,16.68
cur_mb_mem\[76\]\[0\],16.68
cur_mb_mem\[77\]\[7\],16.68
_04949_,16.66
_05393_,16.66
_05822_,16.66
_05834_,16.66
cur_mb_mem\[127\]\[1\],16.66
cur_mb_mem\[38\]\[0\],16.66
net540,16.66
shex_center_x\[2\],16.64
_04801_,16.62
_06941_,16.62
_07515_,16.62
_08260_,16.62
cur_mb_mem\[78\]\[2\],16.62
_04506_,16.6
_05326_,16.6
_05784_,16.6
_05810_,16.6
cur_mb_mem\[10\]\[0\],16.6
cur_mb_mem\[138\]\[7\],16.6
_05544_,16.58
cur_mb_mem\[134\]\[6\],16.58
cur_mb_mem\[192\]\[0\],16.58
net257,16.58
_05235_,16.56
cur_mb_mem\[159\]\[0\],16.56
cur_mb_mem\[194\]\[2\],16.56
cur_mb_mem\[78\]\[1\],16.56
_07348_,16.54
_04694_,16.52
_05223_,16.52
cur_mb_mem\[140\]\[7\],16.52
_05076_,16.48
net194,16.48
_04837_,16.46
_05387_,16.44
_05463_,16.44
_07676_,16.44
cur_mb_mem\[101\]\[0\],16.44
cur_mb_mem\[221\]\[6\],16.44
net779,16.44
_04539_,16.42
cur_mb_mem\[208\]\[0\],16.42
_07318_,16.4
_07705_,16.4
cur_mb_mem\[112\]\[4\],16.4
cur_mb_mem\[136\]\[7\],16.4
_08727_,16.395
_04614_,16.38
_04797_,16.36
_05282_,16.36
_06540_,16.32
cur_mb_mem\[103\]\[3\],16.32
cur_mb_mem\[162\]\[2\],16.32
_04661_,16.26
_04878_,16.26
_06905_,16.26
_08778_,16.26
current_accum_sad\[2\],16.26
_05298_,16.24
_08265_,16.24
_08414_,16.24
cur_mb_mem\[20\]\[4\],16.24
cur_mb_mem\[41\]\[2\],16.24
_05778_,16.22
_06843_,16.22
